SUBJECT OBJECT METALINK_ID
http://ar.dbpedia.org/resource/شلالات_إجوازو http://az.dbpedia.org/resource/İquasu_(şəlalə) https://krr.triply.cc/krr/metalink/id/link/358497063
http://ar.dbpedia.org/resource/شلالات_إجوازو http://be.dbpedia.org/resource/Вадаспады_Ігуасу https://krr.triply.cc/krr/metalink/id/link/358497065
http://ar.dbpedia.org/resource/شلالات_إجوازو http://bg.dbpedia.org/resource/Игуасу_(водопад) https://krr.triply.cc/krr/metalink/id/link/358497067
http://ar.dbpedia.org/resource/شلالات_إجوازو http://bn.dbpedia.org/resource/ইগুয়াসু_জলপ্রপাত https://krr.triply.cc/krr/metalink/id/link/358497069
http://ar.dbpedia.org/resource/شلالات_إجوازو http://br.dbpedia.org/resource/Lammoù-dour_an_Iguazu https://krr.triply.cc/krr/metalink/id/link/358497071
http://ar.dbpedia.org/resource/شلالات_إجوازو http://ca.dbpedia.org/resource/Cascades_de_l'Iguaçú https://krr.triply.cc/krr/metalink/id/link/358497073
http://ar.dbpedia.org/resource/شلالات_إجوازو http://commons.dbpedia.org/resource/Iguazu_Falls https://krr.triply.cc/krr/metalink/id/link/358497075
http://ar.dbpedia.org/resource/شلالات_إجوازو http://cs.dbpedia.org/resource/Iguaçu_(vodopády) https://krr.triply.cc/krr/metalink/id/link/358497077
http://ar.dbpedia.org/resource/شلالات_إجوازو http://cv.dbpedia.org/resource/Игуасу_(шарлаксем) https://krr.triply.cc/krr/metalink/id/link/358497079
http://ar.dbpedia.org/resource/شلالات_إجوازو http://cy.dbpedia.org/resource/Rhaeadrau_Iguazú https://krr.triply.cc/krr/metalink/id/link/358497081
http://ar.dbpedia.org/resource/شلالات_إجوازو http://da.dbpedia.org/resource/Iguazú-vandfaldene https://krr.triply.cc/krr/metalink/id/link/358497083
http://ar.dbpedia.org/resource/شلالات_إجوازو http://dbpedia.org/resource/Iguazu_Falls https://krr.triply.cc/krr/metalink/id/link/358497085
http://ar.dbpedia.org/resource/شلالات_إجوازو http://de.dbpedia.org/resource/Iguazú-Wasserfälle https://krr.triply.cc/krr/metalink/id/link/358497087
http://ar.dbpedia.org/resource/شلالات_إجوازو http://el.dbpedia.org/resource/Καταρράκτες_Ιγκουασού https://krr.triply.cc/krr/metalink/id/link/358497089
http://ar.dbpedia.org/resource/شلالات_إجوازو http://eo.dbpedia.org/resource/Iguacuo https://krr.triply.cc/krr/metalink/id/link/358497091
http://ar.dbpedia.org/resource/شلالات_إجوازو http://es.dbpedia.org/resource/Cataratas_del_Iguazú https://krr.triply.cc/krr/metalink/id/link/358497093
http://ar.dbpedia.org/resource/شلالات_إجوازو http://et.dbpedia.org/resource/Iguaçu_joad https://krr.triply.cc/krr/metalink/id/link/358497095
http://ar.dbpedia.org/resource/شلالات_إجوازو http://eu.dbpedia.org/resource/Iguazu_ur-jauziak https://krr.triply.cc/krr/metalink/id/link/358497097
http://ar.dbpedia.org/resource/شلالات_إجوازو http://eu.dbpedia.org/resource/Iguazuko_ur-jauziak https://krr.triply.cc/krr/metalink/id/link/358497099
http://ar.dbpedia.org/resource/شلالات_إجوازو http://fa.dbpedia.org/resource/آبشار_ایگواسو https://krr.triply.cc/krr/metalink/id/link/358497101
http://ar.dbpedia.org/resource/شلالات_إجوازو http://fa.dbpedia.org/resource/آبشار_دیوساگو https://krr.triply.cc/krr/metalink/id/link/358497103
